Geometry_Section,Atom_Number,Element,X_Angstrom,Y_Angstrom,Z_Angstrom
25,170,N,11.090057,-0.368841,5.777699
25,171,H,11.223392,4.672605,5.102566
25,172,H,8.900299,4.725085,5.327908
25,173,H,6.83439,4.448533,4.328753
25,174,H,5.005848,2.986624,3.455763
25,175,H,5.491137,0.584328,3.018576
25,176,H,7.712901,-0.319362,3.440686
25,177,H,11.573004,-0.394395,2.883996
25,178,H,13.85984,0.323621,2.181671
25,179,H,14.605685,2.63898,2.595373
25,180,H,13.070523,4.257913,3.699471
25,181,H,11.253081,-1.254837,6.237902
25,182,H,11.77361,0.370009,5.879146
26,1,C,-1.056654,0.780976,0.076416
26,2,C,-0.476076,-0.478922,0.161534
26,3,C,0.914731,-0.596056,0.340469
26,4,C,1.696276,0.57627,0.455006
26,5,C,1.118136,1.850329,0.350349
26,6,C,-0.271977,1.930431,0.163414
26,7,C,3.13918,0.470219,0.738436
26,8,C,3.97448,1.7152,0.732267
26,9,C,3.306815,3.029951,0.507293
26,10,C,1.951032,3.047213,0.385002
26,11,C,5.411901,1.576499,0.400382
26,12,C,6.17637,2.748908,0.308375
26,13,C,5.556822,4.054895,0.414372
26,14,C,4.177262,4.201247,0.501084
26,15,C,7.589325,2.620249,0.14268
26,16,C,8.417016,3.780201,0.099564
26,17,C,7.800387,5.082781,0.303546
26,18,C,6.457232,5.195575,0.465072
26,19,C,9.782298,3.670456,-0.089138
26,20,C,10.601414,4.894939,-0.416888
26,21,C,9.998278,6.167543,0.133064
26,22,C,8.677944,6.247778,0.397096
26,23,C,12.040623,4.780474,0.085672
26,24,C,12.883186,5.9376,-0.454024
26,25,C,12.21972,7.24417,-0.057289
26,26,C,10.900966,7.310062,0.230144
26,27,C,1.559485,-1.883502,0.408147
26,28,C,2.93569,-1.998872,0.403628
26,29,C,3.786157,-0.810364,0.412486
26,30,C,5.126503,-0.873543,0.229631
26,31,C,5.972498,0.299555,0.265272
26,32,C,7.392683,0.149885,0.083756
26,33,C,8.191864,1.35199,0.015371
26,34,C,9.600637,1.245235,-0.144311
26,35,C,10.402275,2.40513,-0.175364
26,36,C,11.837386,2.298005,-0.288296
26,37,C,12.657484,3.441948,-0.19973
26,38,C,14.039587,3.314429,-0.195533
26,39,C,14.900836,4.511438,-0.045332
26,40,C,14.335495,5.742875,-0.088179
26,41,C,3.547363,-3.268948,0.406073
26,42,C,4.932072,-3.39674,0.199326
26,43,C,5.759437,-2.185547,-0.148447
26,44,C,7.191225,-2.328434,0.371528
26,45,C,8.003623,-1.098833,0.013403
26,46,C,9.392125,-1.250594,-0.281905
26,47,C,10.214524,-0.043226,-0.326669
26,48,C,11.582858,-0.127778,-0.4844
26,49,C,12.425202,1.024024,-0.422169
26,50,C,13.840852,0.893013,-0.409273
26,51,C,14.62477,2.029175,-0.244697
26,52,C,16.055616,1.886426,0.138217
26,53,C,16.948439,3.081869,0.046593
26,54,C,16.341067,4.310999,0.031626
26,55,C,5.520191,-4.634868,0.166827
26,56,C,6.909812,-4.795187,-0.32184
26,57,C,7.807663,-3.600351,-0.140499
26,58,C,9.132153,-3.693313,-0.39351
26,59,C,9.950178,-2.499957,-0.498268
26,60,C,11.32095,-2.612646,-1.005928
26,61,C,12.190524,-1.413989,-0.86842
26,62,C,13.635723,-1.590982,-0.587052
26,63,C,14.444958,-0.448891,-0.423437
26,64,C,15.809105,-0.620803,-0.200605
26,65,C,16.654868,0.5347,0.151927
26,66,C,18.103062,0.372885,0.00614
26,67,C,18.905252,1.546543,0.002295
26,68,C,18.355269,2.835343,0.034406
26,69,C,7.605345,-6.094392,-0.045095
26,70,C,8.940288,-6.204373,-0.176013
26,71,C,9.765795,-5.021768,-0.527245
26,72,C,11.075238,-5.141714,-0.813733
26,73,C,11.982686,-3.977697,-1.090391
26,74,C,13.214453,-4.039576,-0.18152
26,75,C,14.157154,-2.86846,-0.411566
26,76,C,15.539504,-3.034784,-0.248836
26,77,C,16.381523,-1.906325,-0.179794
26,78,C,17.806515,-2.070383,-0.055536
26,79,C,18.657298,-0.9154,-0.009097
26,80,C,20.06726,-1.104479,-0.007556
26,81,C,20.890909,0.067246,-0.06806
26,82,C,20.324151,1.315687,-0.061316
26,83,C,9.669858,-7.475548,0.033018
26,84,C,10.962442,-7.600598,-0.304214
26,85,C,11.734106,-6.489076,-0.950018
26,86,C,13.187157,-6.500861,-0.605638
26,87,C,13.911576,-5.380648,-0.348027
26,88,C,15.324394,-5.481727,-0.217584
26,89,C,16.13697,-4.354405,-0.153521
26,90,C,17.531389,-4.484258,-0.058866
26,91,C,18.380083,-3.363996,-0.021533
26,92,C,19.799188,-3.522445,0.04675
26,93,C,20.629395,-2.426021,0.065733
26,94,C,22.106112,-2.539339,0.143993
26,95,C,22.895841,-1.462812,0.001129
26,96,C,22.388581,-0.076655,-0.187278
26,97,C,12.940607,8.550436,-0.089324
26,98,O,13.989336,8.543438,-0.91891
26,99,O,12.602861,9.534706,0.522708
26,100,H,14.395736,9.427465,-0.899704
26,101,C,8.981907,-8.628868,0.712624
26,102,O,9.326848,-9.85276,0.302912
26,103,O,8.175298,-8.498939,1.593786
26,104,H,9.874978,-9.815572,-0.495149
26,105,H,6.039549,6.184689,0.633301
26,106,H,10.468034,8.274848,0.501191
26,107,H,0.941577,-2.783253,0.420693
26,108,H,2.934958,-4.16462,0.534749
26,109,H,16.963662,5.209207,0.000346
26,110,H,4.925997,-5.529023,0.372789
26,111,H,19.031273,3.692745,0.012615
26,112,H,20.982512,2.187374,-0.109655
26,113,H,13.693622,-7.469669,-0.643417
26,114,H,15.780832,-6.474294,-0.202401
26,115,H,17.965554,-5.48517,-0.016444
26,116,H,20.188295,-4.538979,0.067012
26,117,H,22.899492,0.589745,0.525019
26,118,H,22.719386,0.276585,-1.17976
26,119,H,-2.1342,0.873739,-0.062858
26,120,H,-1.08368,-1.381708,0.087763
26,121,H,-0.737778,2.914102,0.082183
26,122,H,1.427111,3.994756,0.278007
26,123,H,23.978187,-1.598657,0.047013
26,124,H,8.234449,7.196534,0.707978
26,125,H,6.668206,-4.816417,-1.418984
26,126,H,6.990939,-6.952313,0.22476
26,127,H,11.500233,-8.53295,-0.118989
26,128,H,11.755687,-6.732733,-2.038261
26,129,O,3.567923,1.087655,1.96016
26,130,O,11.700081,-1.832014,-2.158072
26,131,O,16.20947,1.174203,1.386919
26,132,O,12.699748,-3.940556,1.142352
26,133,O,10.581104,4.938315,-1.852437
26,134,H,12.00756,4.876879,1.188399
26,135,H,13.438361,-3.907086,1.766285
26,136,H,10.760127,5.843595,-2.137916
26,137,C,3.578678,5.559967,0.563489
26,138,O,3.965612,6.537672,-0.049879
26,139,O,2.532587,5.640219,1.401463
26,140,H,2.185873,6.5472,1.349943
26,141,C,22.809396,-3.839059,0.41467
26,142,O,23.858705,-4.142856,-0.089086
26,143,O,22.248954,-4.66248,1.312471
26,144,H,21.464574,-4.261425,1.720047
26,145,C,7.18225,-2.319957,1.917298
26,146,O,6.243084,-1.959802,2.576242
26,147,O,8.360981,-2.654956,2.447013
26,148,H,8.487982,-2.161929,3.281866
26,149,H,5.857768,-2.166539,-1.25034
26,150,H,12.35015,-4.073628,-2.123213
26,151,H,12.837999,5.886024,-1.560577
26,152,H,14.980223,6.61853,-0.020891
26,153,C,10.677658,3.806653,4.713917
26,154,C,9.343298,3.841362,4.847219
26,155,C,8.340772,2.901051,4.326233
26,156,C,8.588448,1.53519,4.068165
26,157,N,9.864865,0.960712,4.360255
26,158,C,11.066719,1.486453,3.777811
26,159,C,11.4833,2.811292,3.998335
26,160,C,7.044662,3.403703,4.111467
26,161,C,6.006368,2.590792,3.671873
26,162,C,6.260886,1.240435,3.445021
26,163,C,7.539065,0.728652,3.625153
26,164,C,11.896915,0.602033,3.075734
26,165,C,13.169885,0.990779,2.677018
26,166,C,13.599732,2.298821,2.904963
26,167,C,12.752334,3.197502,3.535387
26,168,C,9.945132,-0.252201,5.067048
26,169,O,9.049361,-1.103623,5.051758
26,170,N,11.084284,-0.430339,5.773078
26,171,H,11.243137,4.649981,5.117943
26,172,H,8.921098,4.713952,5.352573
26,173,H,6.859747,4.458168,4.324495
26,174,H,5.004872,2.992052,3.50793
26,175,H,5.465443,0.573279,3.126838
26,176,H,7.684314,-0.336059,3.500861
26,177,H,11.555805,-0.419978,2.903843
26,178,H,13.842172,0.288689,2.186677
26,179,H,14.599143,2.599832,2.595353
26,180,H,13.079063,4.224322,3.711266
26,181,H,11.239204,-1.329545,6.20943
26,182,H,11.792303,0.285048,5.861779
27,1,C,-1.055041,0.772038,0.064455
27,2,C,-0.472593,-0.486992,0.154713
27,3,C,0.918057,-0.601069,0.337086
27,4,C,1.697677,0.572946,0.449791
27,5,C,1.118613,1.845937,0.338104
27,6,C,-0.271698,1.923995,0.146687
27,7,C,3.14046,0.46993,0.735974
27,8,C,3.974108,1.715717,0.728288
27,9,C,3.305046,3.029733,0.500814
27,10,C,1.950169,3.044459,0.371679
27,11,C,5.412668,1.578031,0.398243
27,12,C,6.176982,2.750386,0.302366
27,13,C,5.557136,4.056635,0.406919
27,14,C,4.174988,4.202664,0.49319
27,15,C,7.590501,2.62218,0.13662
27,16,C,8.418262,3.782215,0.092426
27,17,C,7.801817,5.085405,0.292407
27,18,C,6.457641,5.198378,0.453852
27,19,C,9.782692,3.672214,-0.09352
27,20,C,10.603057,4.8965,-0.417639
27,21,C,9.998023,6.169821,0.128568
27,22,C,8.67973,6.250167,0.38794
27,23,C,12.040446,4.781366,0.089942
27,24,C,12.883138,5.939001,-0.44777
27,25,C,12.218779,7.245844,-0.052571
27,26,C,10.900618,7.311909,0.23241
27,27,C,1.564112,-1.887864,0.410782
27,28,C,2.940394,-2.00102,0.40921
27,29,C,3.789431,-0.811513,0.416193
27,30,C,5.130332,-0.873674,0.234882
27,31,C,5.974816,0.300491,0.266171
27,32,C,7.395059,0.151791,0.083779
27,33,C,8.19355,1.353739,0.012048
27,34,C,9.601924,1.2468,-0.147586
27,35,C,10.402994,2.406988,-0.178026
27,36,C,11.838036,2.299828,-0.28896
27,37,C,12.657979,3.443915,-0.198212
27,38,C,14.039463,3.316554,-0.192709
27,39,C,14.900479,4.513738,-0.041516
27,40,C,14.334951,5.745014,-0.080225
27,41,C,3.554417,-3.270725,0.419703
27,42,C,4.939325,-3.396795,0.219364
27,43,C,5.765817,-2.187056,-0.134328
27,44,C,7.197974,-2.323301,0.387604
27,45,C,8.007033,-1.096972,0.017226
27,46,C,9.393977,-1.248921,-0.279535
27,47,C,10.215721,-0.041913,-0.329467
27,48,C,11.584095,-0.12607,-0.487215
27,49,C,12.425771,1.026026,-0.425807
27,50,C,13.841422,0.895082,-0.410821
27,51,C,14.624924,2.031453,-0.244961
27,52,C,16.054252,1.88797,0.141955
27,53,C,16.946988,3.084349,0.059563
27,54,C,16.340093,4.313391,0.044936
27,55,C,5.528511,-4.634869,0.191374
27,56,C,6.918225,-4.793297,-0.295961
27,57,C,7.815591,-3.598447,-0.117296
27,58,C,9.136672,-3.691166,-0.37842
27,59,C,9.952552,-2.498413,-0.492784
27,60,C,11.321383,-2.611399,-1.003899
27,61,C,12.191155,-1.412324,-0.870651
27,62,C,13.636928,-1.589394,-0.593448
27,63,C,14.446409,-0.446768,-0.431537
27,64,C,15.810215,-0.618904,-0.206625
27,65,C,16.654438,0.536114,0.151682
27,66,C,18.103875,0.376422,0.00925
27,67,C,18.905398,1.550477,0.013164
27,68,C,18.35397,2.839275,0.050423
27,69,C,7.613602,-6.092268,-0.02259
27,70,C,8.945385,-6.202364,-0.160472
27,71,C,9.768879,-5.019925,-0.51464
27,72,C,11.075619,-5.140284,-0.810098
27,73,C,11.981573,-3.976847,-1.092647
27,74,C,13.219287,-4.040503,-0.192579
27,75,C,14.159999,-2.868099,-0.425211
27,76,C,15.542815,-3.03382,-0.265031
27,77,C,16.38421,-1.904326,-0.192853
27,78,C,17.809656,-2.067708,-0.066339
27,79,C,18.659882,-0.911812,-0.013863
27,80,C,20.070681,-1.099621,-0.009436
27,81,C,20.893578,0.072737,-0.060464
27,82,C,20.325227,1.32148,-0.048794
27,83,C,9.673137,-7.474311,0.041724
27,84,C,10.963893,-7.599403,-0.300607
27,85,C,11.731984,-6.488258,-0.952726
27,86,C,13.188297,-6.500963,-0.619872
27,87,C,13.915029,-5.381002,-0.367766
27,88,C,15.328838,-5.482213,-0.244775
27,89,C,16.141719,-4.353647,-0.17938
27,90,C,17.536957,-4.482691,-0.087254
27,91,C,18.384997,-3.361091,-0.045145
27,92,C,19.804508,-3.518393,0.028222
27,93,C,20.633907,-2.420978,0.056641
27,94,C,22.109582,-2.534604,0.136552
27,95,C,22.899018,-1.457,0.003031
27,96,C,22.391443,-0.069669,-0.177644
27,97,C,12.941594,8.551062,-0.075622
27,98,O,13.993684,8.546235,-0.901263
27,99,O,12.603498,9.537872,0.543444
27,100,H,14.400694,9.429632,-0.87568
27,101,C,8.986112,-8.622653,0.729254
27,102,O,9.333626,-9.849929,0.328747
27,103,O,8.207266,-8.487597,1.638991
27,104,H,9.875106,-9.819836,-0.474631
27,105,H,6.038314,6.188172,0.612711
27,106,H,10.464607,8.278877,0.490486
27,107,H,0.946936,-2.78814,0.426887
27,108,H,2.943967,-4.166079,0.559739
27,109,H,16.963178,5.211328,0.016166
27,110,H,4.933099,-5.529445,0.392182
27,111,H,19.029317,3.697438,0.036071
27,112,H,20.982954,2.194175,-0.088078
27,113,H,13.69598,-7.468581,-0.670142
27,114,H,15.785897,-6.474644,-0.236106
27,115,H,17.972607,-5.483491,-0.057534
27,116,H,20.195004,-4.535029,0.032017
27,117,H,22.900148,0.592146,0.540468
27,118,H,22.724368,0.290391,-1.167122
27,119,H,-2.132178,0.862483,-0.080439
27,120,H,-1.079268,-1.390859,0.085349
27,121,H,-0.739406,2.906689,0.064093
27,122,H,1.425333,3.990437,0.257565
27,123,H,23.981437,-1.594445,0.038915
27,124,H,8.235344,7.199989,0.694127
27,125,H,6.673423,-4.814161,-1.392868
27,126,H,7.000103,-6.950302,0.248839
27,127,H,11.500628,-8.534336,-0.124088
27,128,H,11.743293,-6.731209,-2.041421
27,129,O,3.566662,1.091021,1.957876
27,130,O,11.696759,-1.831711,-2.158503
27,131,O,16.203197,1.169811,1.388202
27,132,O,12.713778,-3.945801,1.135629
27,133,O,10.589254,4.939793,-1.853496
27,134,H,12.005104,4.875496,1.193498
27,135,H,13.45731,-3.91146,1.754447
27,136,H,10.755715,5.84887,-2.138617
27,137,C,3.578306,5.562077,0.56403
27,138,O,3.964824,6.538544,-0.046865
27,139,O,2.539835,5.64474,1.411326
27,140,H,2.196804,6.553676,1.366453
27,141,C,22.811785,-3.833821,0.411422
27,142,O,23.867833,-4.140011,-0.092545
27,143,O,22.243313,-4.659765,1.304082
27,144,H,21.459885,-4.257549,1.71036
27,145,C,7.180104,-2.309016,1.935265
27,146,O,6.22107,-1.974519,2.592727
27,147,O,8.368222,-2.59819,2.472942
27,148,H,8.423424,-2.173648,3.355149
27,149,H,5.864743,-2.174684,-1.236485
27,150,H,12.342085,-4.072893,-2.127926
27,151,H,12.839305,5.887128,-1.554441
27,152,H,14.98031,6.620205,-0.01496
27,153,C,10.692354,3.788653,4.712437
27,154,C,9.356976,3.84044,4.838467
27,155,C,8.346095,2.912016,4.312636
27,156,C,8.575679,1.541187,4.065897
27,157,N,9.847251,0.950482,4.36263
27,158,C,11.056833,1.462375,3.782764
27,159,C,11.486521,2.782726,3.998594
27,160,C,7.05678,3.43131,4.090752
27,161,C,6.009096,2.630468,3.652076
27,162,C,6.246385,1.277709,3.436441
27,163,C,7.514965,0.749085,3.626524
27,164,C,11.871352,0.571598,3.070715
27,165,C,13.145884,0.947547,2.661529
27,166,C,13.595747,2.246222,2.899688
27,167,C,12.760133,3.154586,3.533528
27,168,C,9.919492,-0.262216,5.069121
27,169,O,9.024277,-1.108994,5.057826
27,170,N,11.055265,-0.443393,5.774122
27,171,H,11.26682,4.625765,5.116717
27,172,H,8.942454,4.718058,5.341633
27,173,H,6.8832,4.48734,4.306464
27,174,H,5.013601,3.045118,3.480973
27,175,H,5.442966,0.618709,3.12003
27,176,H,7.63842,-0.315059,3.520975
27,177,H,11.506273,-0.43786,2.877238
27,178,H,13.812643,0.234847,2.176765
27,179,H,14.594926,2.537835,2.579634
27,180,H,13.100343,4.176484,3.712277
27,181,H,11.207846,-1.343328,6.209337
27,182,H,11.767508,0.269067,5.859407
28,1,C,-1.050168,0.766111,0.034337
28,2,C,-0.467086,-0.492522,0.138468
28,3,C,0.92364,-0.604343,0.32568
28,4,C,1.701854,0.571404,0.432123
28,5,C,1.122323,1.843332,0.309766
28,6,C,-0.267772,1.919625,0.111994
28,7,C,3.143924,0.472611,0.724382
28,8,C,3.975811,1.719707,0.711725
28,9,C,3.305828,3.032458,0.473925
28,10,C,1.952846,3.04288,0.336079
28,11,C,5.415914,1.580837,0.38694
28,12,C,6.180294,2.753666,0.28642
28,13,C,5.560242,4.060005,0.384592
28,14,C,4.174919,4.207094,0.465652
28,15,C,7.594674,2.625518,0.125212
28,16,C,8.423506,3.78528,0.087261
28,17,C,7.807977,5.088087,0.290901
28,18,C,6.461913,5.201679,0.440862
28,19,C,9.78794,3.675069,-0.093793
28,20,C,10.610264,4.899735,-0.411279
28,21,C,10.00447,6.172124,0.135822
28,22,C,8.685695,6.25358,0.386233
28,23,C,12.044883,4.781856,0.102826
28,24,C,12.889879,5.939503,-0.429723
28,25,C,12.225007,7.246988,-0.037832
28,26,C,10.906664,7.315034,0.238727
28,27,C,1.570868,-1.890388,0.413419
28,28,C,2.947569,-2.001903,0.419214
28,29,C,3.795228,-0.811193,0.417105
28,30,C,5.13687,-0.873698,0.240394
28,31,C,5.979545,0.302437,0.263296
28,32,C,7.400303,0.154532,0.079032
28,33,C,8.198317,1.357022,0.003504
28,34,C,9.606087,1.250315,-0.15458
28,35,C,10.407752,2.410301,-0.179825
28,36,C,11.843049,2.302484,-0.287516
28,37,C,12.663107,3.445654,-0.188877
28,38,C,14.043976,3.318399,-0.181489
28,39,C,14.904753,4.514606,-0.02047
28,40,C,14.340027,5.744902,-0.056427
28,41,C,3.564281,-3.271473,0.440128
28,42,C,4.9489,-3.39733,0.240831
28,43,C,5.774615,-2.189204,-0.119698
28,44,C,7.207551,-2.31618,0.404208
28,45,C,8.012704,-1.094227,0.016383
28,46,C,9.398684,-1.245839,-0.282643
28,47,C,10.219909,-0.038117,-0.335863
28,48,C,11.588668,-0.122738,-0.492686
28,49,C,12.430455,1.029062,-0.427873
28,50,C,13.845999,0.897924,-0.410508
28,51,C,14.629024,2.033729,-0.238429
28,52,C,16.058989,1.889201,0.145331
28,53,C,16.951144,3.086381,0.067548
28,54,C,16.344307,4.314447,0.061836
28,55,C,5.540109,-4.63595,0.223653
28,56,C,6.931247,-4.794817,-0.25855
28,57,C,7.826879,-3.597348,-0.089124
28,58,C,9.145947,-3.690377,-0.359677
28,59,C,9.958884,-2.496693,-0.487955
28,60,C,11.326456,-2.610405,-1.001566
28,61,C,12.196226,-1.409953,-0.873757
28,62,C,13.642705,-1.58658,-0.599495
28,63,C,14.451383,-0.443748,-0.435086
28,64,C,15.816226,-0.615841,-0.216423
28,65,C,16.660404,0.537713,0.145877
28,66,C,18.109808,0.37999,-0.001656
28,67,C,18.910826,1.554376,0.006461
28,68,C,18.358174,2.842847,0.054236
28,69,C,7.628084,-6.093446,0.016008
28,70,C,8.959666,-6.203868,-0.129381
28,71,C,9.778149,-5.020263,-0.493433
28,72,C,11.083219,-5.139412,-0.796682
28,73,C,11.986516,-3.976426,-1.088399
28,74,C,13.228331,-4.03789,-0.194217
28,75,C,14.166828,-2.865294,-0.432514
28,76,C,15.550115,-3.030851,-0.277398
28,77,C,16.390726,-1.901155,-0.204893
28,78,C,17.817075,-2.064345,-0.086571
28,79,C,18.666747,-0.908095,-0.031324
28,80,C,20.078298,-1.095269,-0.03414
28,81,C,20.900336,0.078145,-0.083213
28,82,C,20.331007,1.326725,-0.061336
28,83,C,9.69445,-7.472066,0.082454
28,84,C,10.980792,-7.596882,-0.27576
28,85,C,11.740612,-6.487145,-0.938345
28,86,C,13.198841,-6.497805,-0.617749
28,87,C,13.924439,-5.378124,-0.370466
28,88,C,15.338076,-5.478867,-0.255157
28,89,C,16.149993,-4.35018,-0.190358
28,90,C,17.545381,-4.479313,-0.106834
28,91,C,18.392957,-3.357738,-0.064152
28,92,C,19.813432,-3.514838,-0.00425
28,93,C,20.64299,-2.416595,0.021996
28,94,C,22.118879,-2.530356,0.092892
28,95,C,22.907639,-1.451022,-0.038455
28,96,C,22.398207,-0.062394,-0.205568
28,97,C,12.948062,8.551779,-0.069646
28,98,O,13.992807,8.545034,-0.905231
28,99,O,12.610056,9.542799,0.541667
28,100,H,14.398065,9.430915,-0.887775
28,101,C,9.0208,-8.621754,0.781704
28,102,O,9.341074,-9.849783,0.352221
28,103,O,8.183165,-8.484066,1.643418
28,104,H,9.895554,-9.815933,-0.443647
28,105,H,6.042243,6.189838,0.606923
28,106,H,10.472641,8.279344,0.51003
28,107,H,0.954054,-2.790884,0.437698
28,108,H,2.953197,-4.166961,0.577203
28,109,H,16.967235,5.212828,0.041815
28,110,H,4.946402,-5.529699,0.43355
28,111,H,19.032682,3.701847,0.041175
28,112,H,20.987758,2.200214,-0.102148
28,113,H,13.706888,-7.465477,-0.66548
28,114,H,15.795471,-6.47125,-0.242277
28,115,H,17.980537,-5.480126,-0.067251
28,116,H,20.203203,-4.531629,0.011574
28,117,H,22.908233,0.592984,0.517581
28,118,H,22.728725,0.307368,-1.192403
28,119,H,-2.127664,0.854832,-0.110476
28,120,H,-1.07295,-1.397275,0.071224
28,121,H,-0.735663,2.901338,0.017972
28,122,H,1.425257,3.986763,0.219961
28,123,H,23.990141,-1.586934,0.003671
28,124,H,8.242653,7.200824,0.702439
28,125,H,6.683171,-4.820257,-1.355273
28,126,H,7.01545,-6.951039,0.291412
28,127,H,11.523293,-8.528827,-0.099441
28,128,H,11.74299,-6.735272,-2.026079
28,129,O,3.565442,1.102412,1.944272
28,130,O,11.699029,-1.834002,-2.159356
28,131,O,16.210419,1.163623,1.387157
28,132,O,12.729024,-3.941885,1.136545
28,133,O,10.604262,4.947963,-1.847349
28,134,H,12.004834,4.872647,1.207175
28,135,H,13.476831,-3.901033,1.752467
28,136,H,10.751107,5.863406,-2.129386
28,137,C,3.582904,5.568749,0.532759
28,138,O,3.974158,6.540015,-0.079742
28,139,O,2.538423,5.66054,1.3714
28,140,H,2.200831,6.573003,1.318962
28,141,C,22.823474,-3.833218,0.340884
28,142,O,23.8803,-4.12306,-0.162556
28,143,O,22.262302,-4.673578,1.223097
28,144,H,21.478208,-4.28054,1.637849
28,145,C,7.174857,-2.296865,1.953682
28,146,O,6.186166,-2.027115,2.605898
28,147,O,8.375122,-2.495205,2.50345
28,148,H,8.332493,-2.180299,3.433421
28,149,H,5.874302,-2.184456,-1.222137
28,150,H,12.341942,-4.0764,-2.125159
28,151,H,12.850526,5.888111,-1.536696
28,152,H,14.984908,6.619526,0.018661
28,153,C,10.689901,3.753963,4.762707
28,154,C,9.352998,3.828961,4.870507
28,155,C,8.333729,2.923743,4.320905
28,156,C,8.54111,1.549759,4.071473
28,157,N,9.802681,0.934088,4.373303
28,158,C,11.022972,1.433961,3.804439
28,159,C,11.472827,2.743495,4.041725
28,160,C,7.057249,3.468563,4.084597
28,161,C,5.999191,2.690009,3.633815
28,162,C,6.210148,1.331677,3.432753
28,163,C,7.468412,0.780098,3.626608
28,164,C,11.824393,0.542478,3.078739
28,165,C,13.109022,0.902678,2.68382
28,166,C,13.572205,2.195487,2.925846
28,167,C,12.75175,3.104882,3.578745
28,168,C,9.856841,-0.286815,5.067346
28,169,O,8.959148,-1.124411,5.045201
28,170,N,10.987837,-0.489093,5.768984
28,171,H,11.274959,4.572504,5.189214
28,172,H,8.946313,4.706725,5.380174
28,173,H,6.907186,4.531829,4.281634
28,174,H,5.009348,3.12183,3.469107
28,175,H,5.397817,0.688741,3.104492
28,176,H,7.570678,-0.283337,3.537748
28,177,H,11.450506,-0.463881,2.887082
28,178,H,13.754055,0.197001,2.159846
28,179,H,14.584675,2.468741,2.632198
28,180,H,13.096362,4.126393,3.749507
28,181,H,11.131577,-1.397696,6.19006
28,182,H,11.711542,0.212574,5.85778
29,1,C,-1.049725,0.755932,-0.04659
29,2,C,-0.466918,-0.500225,0.07732
29,3,C,0.920721,-0.608221,0.286936
29,4,C,1.696527,0.56907,0.390833
29,5,C,1.117429,1.83901,0.250184
29,6,C,-0.270102,1.911022,0.032647
29,7,C,3.133525,0.47561,0.708799
29,8,C,3.965357,1.72374,0.699678
29,9,C,3.299305,3.033277,0.433802
29,10,C,1.947126,3.039398,0.276993
29,11,C,5.411702,1.582084,0.401569
29,12,C,6.176856,2.755411,0.301356
29,13,C,5.554508,4.060992,0.378575
29,14,C,4.167614,4.20843,0.430327
29,15,C,7.593288,2.626943,0.152063
29,16,C,8.422079,3.78618,0.114725
29,17,C,7.80397,5.088427,0.309626
29,18,C,6.456344,5.201792,0.44408
29,19,C,9.789874,3.676134,-0.060131
29,20,C,10.61308,4.900075,-0.379179
29,21,C,10.004679,6.173429,0.163231
29,22,C,8.680558,6.254498,0.407725
29,23,C,12.046661,4.783208,0.140017
29,24,C,12.894349,5.939287,-0.391004
29,25,C,12.228329,7.247466,-0.006401
29,26,C,10.906842,7.316921,0.264536
29,27,C,1.56858,-1.892058,0.394903
29,28,C,2.944469,-2.001011,0.421382
29,29,C,3.790998,-0.809578,0.424299
29,30,C,5.135072,-0.871814,0.264238
29,31,C,5.977469,0.304534,0.291265
29,32,C,7.400011,0.1571,0.106791
29,33,C,8.198499,1.359307,0.031108
29,34,C,9.607616,1.252366,-0.123969
29,35,C,10.410197,2.411905,-0.145089
29,36,C,11.846448,2.303792,-0.250016
29,37,C,12.666575,3.446201,-0.146966
29,38,C,14.049024,3.318911,-0.141618
29,39,C,14.909956,4.514711,0.02067
29,40,C,14.343824,5.74534,-0.014432
29,41,C,3.562618,-3.269482,0.453837
29,42,C,4.947607,-3.394142,0.263866
29,43,C,5.77557,-2.186231,-0.090696
29,44,C,7.207776,-2.30925,0.438256
29,45,C,8.012105,-1.090297,0.042717
29,46,C,9.399667,-1.241995,-0.257177
29,47,C,10.222418,-0.035584,-0.307806
29,48,C,11.591878,-0.120153,-0.463554
29,49,C,12.434353,1.030751,-0.391895
29,50,C,13.850469,0.899531,-0.379898
29,51,C,14.634279,2.034208,-0.204138
29,52,C,16.06941,1.888868,0.162634
29,53,C,16.959384,3.086863,0.078055
29,54,C,16.35073,4.315097,0.086635
29,55,C,5.539379,-4.632119,0.251592
29,56,C,6.933021,-4.788465,-0.220276
29,57,C,7.828566,-3.592185,-0.047761
29,58,C,9.150098,-3.686216,-0.319997
29,59,C,9.961812,-2.493045,-0.455783
29,60,C,11.328319,-2.606608,-0.97356
29,61,C,12.199173,-1.40647,-0.846832
29,62,C,13.647052,-1.583399,-0.57904
29,63,C,14.455765,-0.44145,-0.410778
29,64,C,15.823814,-0.613622,-0.209392
29,65,C,16.67223,0.538093,0.14885
29,66,C,18.118935,0.381736,-0.017796
29,67,C,18.919223,1.556718,-0.013484
29,68,C,18.366735,2.844051,0.04845
29,69,C,7.627893,-6.087204,0.049874
29,70,C,8.961226,-6.198888,-0.094436
29,71,C,9.780719,-5.015971,-0.456139
29,72,C,11.085025,-5.13483,-0.765605
29,73,C,11.987352,-3.972552,-1.061664
29,74,C,13.234685,-4.034384,-0.17476
29,75,C,14.1717,-2.861424,-0.416135
29,76,C,15.55664,-3.027874,-0.274465
29,77,C,16.398148,-1.898543,-0.20676
29,78,C,17.825465,-2.061628,-0.106144
