Geometry_Section,Atom_Number,Element,X_Angstrom,Y_Angstrom,Z_Angstrom
42,113,H,13.748277,-7.421546,-0.403776
42,114,H,15.846793,-6.406635,-0.139835
42,115,H,18.034839,-5.405392,-0.124642
42,116,H,20.25451,-4.445546,-0.205848
42,117,H,22.952932,0.697635,0.087509
42,118,H,22.680512,0.393113,-1.607191
42,119,H,-2.10061,0.843653,-0.59255
42,120,H,-1.055191,-1.401163,-0.305159
42,121,H,-0.726346,2.895872,-0.410473
42,122,H,1.416491,3.993459,-0.111093
42,123,H,24.017711,-1.480824,-0.465161
42,124,H,8.209655,7.20196,0.861794
42,125,H,6.795685,-4.850903,-1.200512
42,126,H,7.045268,-6.900874,0.590866
42,127,H,11.58122,-8.450875,0.338576
42,128,H,11.734846,-6.765891,-1.707771
42,129,O,3.468531,1.143914,1.774714
42,130,O,11.687022,-1.843701,-2.021788
42,131,O,16.335454,1.228743,1.345997
42,132,O,12.812706,-3.833894,1.297636
42,133,O,10.6168,5.02793,-1.71018
42,134,H,11.995083,4.883181,1.345302
42,135,H,13.577236,-3.772248,1.888391
42,136,H,10.591653,5.959051,-1.965829
42,137,C,3.554658,5.588904,0.3056
42,138,O,4.012746,6.568789,-0.25209
42,139,O,2.424911,5.682444,1.027674
42,140,H,2.106274,6.597587,0.942223
42,141,C,22.888219,-3.726292,-0.021642
42,142,O,23.907545,-4.022975,-0.588931
42,143,O,22.387467,-4.555956,0.905613
42,144,H,21.630145,-4.16018,1.364746
42,145,C,7.062547,-2.216328,2.047797
42,146,O,6.016352,-2.030924,2.63113
42,147,O,8.236779,-2.294567,2.651588
42,148,H,8.170637,-2.075938,3.612864
42,149,H,5.956394,-2.185743,-1.203039
42,150,H,12.324844,-4.090922,-1.943294
42,151,H,12.793625,5.986614,-1.372575
42,152,H,14.983618,6.67077,0.082664
42,153,C,10.945578,3.313932,4.876606
42,154,C,9.637749,3.597192,4.971279
42,155,C,8.499823,2.900588,4.352442
42,156,C,8.484965,1.525821,4.04124
42,157,N,9.62178,0.713962,4.355763
42,158,C,10.911001,1.025196,3.8099
42,159,C,11.565575,2.230674,4.106012
42,160,C,7.340795,3.65968,4.105679
42,161,C,6.183289,3.077797,3.60707
42,162,C,6.177734,1.713658,3.32943
42,163,C,7.327204,0.956583,3.507177
42,164,C,11.554666,0.041793,3.048145
42,165,C,12.873422,0.215254,2.650447
42,166,C,13.54561,1.401006,2.953535
42,167,C,12.885579,2.40063,3.652672
42,168,C,9.477984,-0.470461,5.078795
42,169,O,8.417438,-1.106764,5.123486
42,170,N,10.57808,-0.890788,5.733407
42,171,H,11.645561,4.001187,5.358138
42,172,H,9.365786,4.500232,5.523876
42,173,H,7.360946,4.72523,4.343017
42,174,H,5.28463,3.672326,3.437008
42,175,H,5.277155,1.229252,2.959775
42,176,H,7.288689,-0.099848,3.291073
42,177,H,11.02692,-0.883714,2.815127
42,178,H,13.377612,-0.573822,2.091
42,179,H,14.574168,1.533458,2.623634
42,180,H,13.397433,3.337198,3.882806
42,181,H,10.540211,-1.790564,6.194226
42,182,H,11.430995,-0.34987,5.782533
43,1,C,-1.029599,0.764434,-0.440629
43,2,C,-0.451808,-0.490406,-0.290461
43,3,C,0.924153,-0.594398,-0.01556
43,4,C,1.690051,0.584938,0.130875
43,5,C,1.116042,1.853639,-0.038005
43,6,C,-0.258727,1.921501,-0.323187
43,7,C,3.112878,0.49429,0.507249
43,8,C,3.937863,1.745031,0.53509
43,9,C,3.280458,3.055548,0.252296
43,10,C,1.93824,3.056912,0.030729
43,11,C,5.395034,1.608393,0.297092
43,12,C,6.160656,2.784527,0.234897
43,13,C,5.533944,4.086436,0.306913
43,14,C,4.14405,4.23273,0.295901
43,15,C,7.582465,2.657931,0.146115
43,16,C,8.408776,3.816608,0.153173
43,17,C,7.782794,5.112779,0.354825
43,18,C,6.431445,5.223879,0.440154
43,19,C,9.782564,3.712579,0.016224
43,20,C,10.602215,4.949426,-0.261085
43,21,C,9.985518,6.200367,0.324493
43,22,C,8.656423,6.268994,0.546616
43,23,C,12.037203,4.824374,0.25408
43,24,C,12.867257,6.005855,-0.250168
43,25,C,12.20655,7.288472,0.224414
43,26,C,10.886015,7.336253,0.504264
43,27,C,1.568068,-1.876433,0.120605
43,28,C,2.941966,-1.981628,0.208022
43,29,C,3.782853,-0.787629,0.245772
43,30,C,5.132623,-0.846044,0.154406
43,31,C,5.968876,0.332717,0.222754
43,32,C,7.400365,0.187011,0.115421
43,33,C,8.196527,1.392221,0.051245
43,34,C,9.607718,1.290274,-0.066
43,35,C,10.408126,2.45275,-0.069805
43,36,C,11.846988,2.34855,-0.165777
43,37,C,12.662987,3.494202,-0.059675
43,38,C,14.047067,3.376089,-0.085419
43,39,C,14.906991,4.578856,0.033387
43,40,C,14.33363,5.806322,0.045122
43,41,C,3.558021,-3.247233,0.293082
43,42,C,4.953621,-3.369641,0.1963
43,43,C,5.797419,-2.163291,-0.136414
43,44,C,7.185542,-2.268896,0.497351
43,45,C,8.0171,-1.05723,0.120556
43,46,C,9.412322,-1.205937,-0.142299
43,47,C,10.228418,0.002686,-0.230496
43,48,C,11.598199,-0.077301,-0.388642
43,49,C,12.438622,1.078145,-0.323823
43,50,C,13.855651,0.956015,-0.332377
43,51,C,14.63845,2.095987,-0.175669
43,52,C,16.095228,1.966045,0.107498
43,53,C,16.968709,3.16978,-0.046744
43,54,C,16.351563,4.391952,0.001938
43,55,C,5.545759,-4.604317,0.277364
43,56,C,6.97161,-4.775534,-0.080261
43,57,C,7.842848,-3.561564,0.099666
43,58,C,9.171985,-3.650356,-0.124213
43,59,C,9.981836,-2.459112,-0.289673
43,60,C,11.344306,-2.584208,-0.812346
43,61,C,12.208365,-1.370139,-0.743212
43,62,C,13.663825,-1.529307,-0.505057
43,63,C,14.470782,-0.379819,-0.386046
43,64,C,15.845901,-0.540387,-0.230855
43,65,C,16.70537,0.620827,0.063987
43,66,C,18.140141,0.470754,-0.188123
43,67,C,18.93038,1.650986,-0.253144
43,68,C,18.373075,2.935225,-0.17634
43,69,C,7.662699,-6.046408,0.315604
43,70,C,9.001419,-6.146641,0.225229
43,71,C,9.814245,-4.977958,-0.191429
43,72,C,11.119184,-5.102824,-0.490881
43,73,C,12.00794,-3.950318,-0.85981
43,74,C,13.278766,-3.964666,-0.006525
43,75,C,14.202077,-2.799843,-0.325561
43,76,C,15.591563,-2.955516,-0.229017
43,77,C,16.428214,-1.821508,-0.230386
43,78,C,17.859193,-1.975561,-0.197547
43,79,C,18.701859,-0.813929,-0.226782
43,80,C,20.110051,-0.993621,-0.323603
43,81,C,20.917368,0.183877,-0.45847
43,82,C,20.343145,1.428968,-0.422603
43,83,C,9.746679,-7.387435,0.53255
43,84,C,11.035943,-7.522621,0.186135
43,85,C,11.776305,-6.455961,-0.566748
43,86,C,13.245213,-6.444178,-0.304091
43,87,C,13.974894,-5.308822,-0.147817
43,88,C,15.393546,-5.400508,-0.106788
43,89,C,16.20266,-4.268886,-0.136565
43,90,C,17.601103,-4.390208,-0.130978
43,91,C,18.443395,-3.264816,-0.17999
43,92,C,19.865241,-3.413098,-0.213582
43,93,C,20.687316,-2.309291,-0.271426
43,94,C,22.1664,-2.411584,-0.304749
43,95,C,22.933919,-1.331775,-0.522479
43,96,C,22.402986,0.048765,-0.687809
43,97,C,12.927345,8.595125,0.279547
43,98,O,13.947494,8.661201,-0.583682
43,99,O,12.601457,9.533388,0.973114
43,100,H,14.348054,9.544598,-0.507179
43,101,C,9.078464,-8.474989,1.32892
43,102,O,9.442503,-9.730901,1.053559
43,103,O,8.273326,-8.262984,2.201116
43,104,H,9.997083,-9.775762,0.261105
43,105,H,6.004579,6.209385,0.601597
43,106,H,10.446574,8.282537,0.82565
43,107,H,0.954745,-2.779464,0.109559
43,108,H,2.941577,-4.141393,0.412354
43,109,H,16.961659,5.296909,-0.064304
43,110,H,4.937977,-5.491373,0.474151
43,111,H,19.037622,3.799019,-0.24777
43,112,H,20.98978,2.304605,-0.526998
43,113,H,13.75671,-7.410915,-0.321915
43,114,H,15.855553,-6.390469,-0.08758
43,115,H,18.043224,-5.388084,-0.097099
43,116,H,20.261427,-4.42692,-0.199534
43,117,H,22.959381,0.724191,-0.019258
43,118,H,22.657684,0.395835,-1.704681
43,119,H,-2.095865,0.848223,-0.654551
43,120,H,-1.049165,-1.397587,-0.390226
43,121,H,-0.724751,2.899897,-0.453086
43,122,H,1.413187,3.996746,-0.12284
43,123,H,24.017226,-1.461086,-0.563305
43,124,H,8.199767,7.20634,0.872935
43,125,H,6.817037,-4.859677,-1.190298
43,126,H,7.048761,-6.889134,0.630041
43,127,H,11.59451,-8.426939,0.437843
43,128,H,11.742019,-6.772523,-1.636129
43,129,O,3.462304,1.1303,1.747134
43,130,O,11.690208,-1.847423,-2.000839
43,131,O,16.358357,1.251711,1.335816
43,132,O,12.820213,-3.80284,1.33486
43,133,O,10.61359,5.044307,-1.6957
43,134,H,11.991187,4.887245,1.357854
43,135,H,13.584579,-3.74236,1.924803
43,136,H,10.564471,5.97514,-1.946728
43,137,C,3.549365,5.591302,0.321453
43,138,O,4.010186,6.579592,-0.219668
43,139,O,2.416548,5.674787,1.039337
43,140,H,2.100089,6.590629,0.964702
43,141,C,22.901342,-3.699715,-0.065629
43,142,O,23.920081,-3.997632,-0.636969
43,143,O,22.413325,-4.520263,0.876876
43,144,H,21.657232,-4.123425,1.337153
43,145,C,7.026503,-2.209666,2.039886
43,146,O,5.972209,-2.013594,2.598694
43,147,O,8.180424,-2.316436,2.67629
43,148,H,8.084247,-2.060739,3.631769
43,149,H,5.975543,-2.183092,-1.228348
43,150,H,12.329227,-4.095188,-1.902583
43,151,H,12.781243,6.006721,-1.354726
43,152,H,14.979867,6.682714,0.08712
43,153,C,11.002773,3.206562,4.906588
43,154,C,9.705096,3.529927,5.010758
43,155,C,8.543163,2.887666,4.376679
43,156,C,8.489422,1.524029,4.022197
43,157,N,9.593577,0.669055,4.337775
43,158,C,10.899641,0.934688,3.809353
43,159,C,11.589998,2.116207,4.12016
43,160,C,7.411628,3.691202,4.14426
43,161,C,6.239719,3.160311,3.62193
43,162,C,6.198403,1.807723,3.292296
43,163,C,7.323828,1.008634,3.453366
43,164,C,11.520129,-0.06701,3.051555
43,165,C,12.842781,0.073353,2.655949
43,166,C,13.547213,1.238716,2.965384
43,167,C,12.91603,2.249985,3.673253
43,168,C,9.394809,-0.503636,5.064984
43,169,O,8.302207,-1.08422,5.111043
43,170,N,10.473316,-0.978636,5.717923
43,171,H,11.724734,3.866637,5.393855
43,172,H,9.464319,4.427662,5.586124
43,173,H,7.465696,4.74865,4.410915
43,174,H,5.36142,3.78722,3.461062
43,175,H,5.288313,1.356866,2.903514
43,176,H,7.25222,-0.028666,3.1599
43,177,H,10.964799,-0.970344,2.798223
43,178,H,13.330431,-0.733335,2.106985
43,179,H,14.582011,1.342813,2.644117
43,180,H,13.45082,3.172809,3.906926
43,181,H,10.387147,-1.869828,6.188546
43,182,H,11.349455,-0.477331,5.772611
44,1,C,-1.030639,0.769292,-0.496118
44,2,C,-0.453408,-0.485856,-0.340025
44,3,C,0.920452,-0.589485,-0.052103
44,4,C,1.685588,0.59002,0.097737
44,5,C,1.112873,1.858726,-0.077658
44,6,C,-0.260427,1.926787,-0.373066
44,7,C,3.107474,0.499149,0.479985
44,8,C,3.931676,1.750315,0.512239
44,9,C,3.276634,3.061634,0.230263
44,10,C,1.933958,3.062699,-0.001113
44,11,C,5.389789,1.613386,0.281273
44,12,C,6.155674,2.789985,0.226292
44,13,C,5.529081,4.09107,0.303459
44,14,C,4.140364,4.238499,0.28928
44,15,C,7.577706,2.663652,0.143361
44,16,C,8.404137,3.821697,0.163719
44,17,C,7.778417,5.115337,0.380676
44,18,C,6.425112,5.227747,0.448981
44,19,C,9.777518,3.719117,0.027411
44,20,C,10.594316,4.957817,-0.249426
44,21,C,9.977905,6.206068,0.342129
44,22,C,8.650532,6.274759,0.561826
44,23,C,12.031639,4.833542,0.259846
44,24,C,12.856814,6.017571,-0.246802
44,25,C,12.196567,7.297741,0.236181
44,26,C,10.87688,7.342674,0.522808
44,27,C,1.564411,-1.871936,0.088046
44,28,C,2.938071,-1.977044,0.184746
44,29,C,3.778357,-0.782695,0.221715
44,30,C,5.129097,-0.841673,0.144083
44,31,C,5.96431,0.338054,0.216537
44,32,C,7.396887,0.192757,0.119981
44,33,C,8.192832,1.398122,0.055857
44,34,C,9.604237,1.296873,-0.056931
44,35,C,10.40415,2.460091,-0.058637
44,36,C,11.842815,2.357182,-0.160299
44,37,C,12.657901,3.503992,-0.057258
44,38,C,14.041934,3.388101,-0.090839
44,39,C,14.900843,4.592557,0.018429
44,40,C,14.325594,5.819557,0.037338
44,41,C,3.554806,-3.242766,0.273468
44,42,C,4.95114,-3.364905,0.184589
44,43,C,5.796673,-2.158471,-0.142928
44,44,C,7.179238,-2.262876,0.507064
44,45,C,8.014059,-1.051522,0.135617
44,46,C,9.410286,-1.199441,-0.124348
44,47,C,10.226107,0.009305,-0.217213
44,48,C,11.595571,-0.069728,-0.377292
44,49,C,12.435296,1.086853,-0.316315
44,50,C,13.85237,0.967132,-0.33317
44,51,C,14.634797,2.108847,-0.183933
44,52,C,16.092739,1.981684,0.094399
44,53,C,16.96413,3.186092,-0.067142
44,54,C,16.345858,4.407635,-0.017147
44,55,C,5.54458,-4.598925,0.28028
44,56,C,6.975507,-4.77163,-0.058333
44,57,C,7.842328,-3.554759,0.1187
44,58,C,9.171608,-3.642384,-0.096791
44,59,C,9.981446,-2.452043,-0.263675
44,60,C,11.342753,-2.578131,-0.78929
44,61,C,12.205828,-1.362899,-0.729393
44,62,C,13.662758,-1.519219,-0.498666
44,63,C,14.469161,-0.368093,-0.387346
44,64,C,15.845289,-0.526277,-0.237546
44,65,C,16.704117,0.637199,0.051165
44,66,C,18.138504,0.488487,-0.207171
44,67,C,18.927191,1.669345,-0.278557
44,68,C,18.368431,2.953065,-0.202736
44,69,C,7.666204,-6.038226,0.35265
44,70,C,9.003477,-6.135817,0.268649
44,71,C,9.815136,-4.969417,-0.155035
44,72,C,11.119911,-5.095106,-0.455032
44,73,C,12.006762,-3.944109,-0.834175
44,74,C,13.282657,-3.953096,0.011906
44,75,C,14.203364,-2.789,-0.317967
44,76,C,15.593865,-2.942562,-0.226791
44,77,C,16.429362,-1.807038,-0.235024
44,78,C,17.861067,-1.958928,-0.205105
44,79,C,18.701693,-0.79589,-0.245987
44,80,C,20.11044,-0.974155,-0.340866
44,81,C,20.916136,0.203652,-0.482995
44,82,C,20.340139,1.448658,-0.451293
44,83,C,9.750162,-7.370958,0.59122
44,84,C,11.03935,-7.507841,0.246355
44,85,C,11.776543,-6.448905,-0.521485
44,86,C,13.247472,-6.435244,-0.26785
44,87,C,13.978753,-5.297486,-0.125398
44,88,C,15.398222,-5.387842,-0.093319
44,89,C,16.206959,-4.254758,-0.130591
44,90,C,17.606291,-4.374342,-0.13332
44,91,C,18.447303,-3.247365,-0.19123
44,92,C,19.869663,-3.393051,-0.220995
44,93,C,20.689014,-2.288754,-0.287447
44,94,C,22.167876,-2.388932,-0.307526
44,95,C,22.93555,-1.309126,-0.525994
44,96,C,22.402737,0.068979,-0.706879
44,97,C,12.915666,8.604672,0.299949
44,98,O,13.936849,8.678863,-0.559639
44,99,O,12.596415,9.531004,1.00718
44,100,H,14.339961,9.560294,-0.471041
44,101,C,9.082056,-8.450647,1.397812
44,102,O,9.454372,-9.709595,1.142542
44,103,O,8.267678,-8.229224,2.260985
44,104,H,10.013726,-9.764023,0.352777
44,105,H,5.99805,6.207037,0.64703
44,106,H,10.435356,8.290483,0.836516
44,107,H,0.950546,-2.774615,0.078427
44,108,H,2.937208,-4.137257,0.383603
44,109,H,16.954069,5.312799,-0.096358
44,110,H,4.936501,-5.484254,0.483561
44,111,H,19.031322,3.817507,-0.281311
44,112,H,20.985341,2.324829,-0.559913
44,113,H,13.759847,-7.401454,-0.286226
44,114,H,15.861017,-6.377094,-0.062148
44,115,H,18.049901,-5.371498,-0.098048
44,116,H,20.267536,-4.406635,-0.217492
44,117,H,22.955834,0.752058,-0.043443
44,118,H,22.659217,0.40639,-1.726569
44,119,H,-2.094828,0.852617,-0.720345
44,120,H,-1.051699,-1.392643,-0.43718
44,121,H,-0.725025,2.904754,-0.510682
44,122,H,1.409663,4.001758,-0.162106
44,123,H,24.018949,-1.438175,-0.564832
44,124,H,8.197803,7.205077,0.912379
44,125,H,6.830852,-4.865036,-1.169355
44,126,H,7.052542,-6.8801,0.67109
44,127,H,11.599343,-8.409948,0.502895
44,128,H,11.736805,-6.776052,-1.587757
44,129,O,3.452969,1.133728,1.721857
44,130,O,11.682414,-1.846306,-1.982473
44,131,O,16.362484,1.270683,1.323488
44,132,O,12.832,-3.784438,1.355386
44,133,O,10.600542,5.057427,-1.683742
44,134,H,11.990045,4.894679,1.364528
44,135,H,13.600373,-3.72043,1.941193
44,136,H,10.530188,5.989508,-1.932105
44,137,C,3.550542,5.597526,0.329603
44,138,O,4.013539,6.586881,-0.202836
44,139,O,2.414118,5.678316,1.042588
44,140,H,2.101975,6.596854,0.972936
44,141,C,22.90124,-3.675352,-0.056009
44,142,O,23.928659,-3.975072,-0.61587
44,143,O,22.402807,-4.492091,0.884909
44,144,H,21.6406,-4.093986,1.334245
44,145,C,7.004678,-2.209138,2.04953
44,146,O,5.943049,-2.008593,2.598904
44,147,O,8.153397,-2.314218,2.703818
44,148,H,8.036797,-2.050212,3.657151
44,149,H,5.98413,-2.178964,-1.23318
44,150,H,12.321967,-4.09399,-1.878119
44,151,H,12.763405,6.021111,-1.350738
44,152,H,14.971493,6.696106,0.067913
44,153,C,11.070808,3.119017,4.882699
44,154,C,9.780859,3.476169,5.008869
44,155,C,8.59626,2.871994,4.380506
44,156,C,8.507401,1.515087,4.010426
44,157,N,9.589927,0.627157,4.313843
44,158,C,10.897873,0.855487,3.776789
44,159,C,11.621847,2.017542,4.08408
44,160,C,7.478155,3.700957,4.177987
44,161,C,6.289795,3.201702,3.659326
44,162,C,6.218845,1.857963,3.299599
44,163,C,7.330795,1.034589,3.435433
44,164,C,11.479527,-0.15719,3.004372
44,165,C,12.809822,-0.065802,2.621271
44,166,C,13.552209,1.075809,2.93257
44,167,C,12.950483,2.111524,3.633277
44,168,C,9.361225,-0.53484,5.05047
44,169,O,8.249334,-1.07611,5.116399
44,170,N,10.43246,-1.047462,5.685219
44,171,H,11.815376,3.749694,5.375177
44,172,H,9.574103,4.388622,5.574417
44,173,H,7.55568,4.752401,4.462168
44,174,H,5.418842,3.846252,3.533529
44,175,H,5.301618,1.434693,2.89705
44,176,H,7.250443,0.010585,3.100847
44,177,H,10.89807,-1.046866,2.759119
44,178,H,13.26303,-0.877895,2.051754
44,179,H,14.58548,1.15531,2.597909
44,180,H,13.518271,3.011431,3.878962
44,181,H,10.320853,-1.930113,6.165667
44,182,H,11.327579,-0.578721,5.720402
45,1,C,-1.031059,0.774312,-0.461756
45,2,C,-0.452249,-0.481727,-0.319522
45,3,C,0.923534,-0.587083,-0.044338
45,4,C,1.690055,0.591469,0.104483
45,5,C,1.115454,1.860987,-0.058473
45,6,C,-0.259723,1.930637,-0.341417
45,7,C,3.113632,0.49882,0.479666
45,8,C,3.937714,1.750846,0.508546
45,9,C,3.281203,3.061966,0.231494
45,10,C,1.936234,3.064489,0.015787
45,11,C,5.393812,1.614014,0.269857
45,12,C,6.159095,2.791309,0.213647
45,13,C,5.532673,4.091905,0.289888
45,14,C,4.14397,4.238596,0.286783
45,15,C,7.580347,2.665658,0.127922
45,16,C,8.405952,3.824213,0.140894
45,17,C,7.780601,5.118308,0.354874
45,18,C,6.428066,5.228441,0.437403
45,19,C,9.779074,3.721549,0.009181
45,20,C,10.596026,4.960695,-0.265467
45,21,C,9.9792,6.208142,0.3268
45,22,C,8.652853,6.27564,0.546569
45,23,C,12.031855,4.837204,0.24661
45,24,C,12.857864,6.020478,-0.260283
45,25,C,12.196308,7.301155,0.219819
45,26,C,10.876712,7.346495,0.502516
45,27,C,1.568269,-1.870261,0.084253
45,28,C,2.942016,-1.97675,0.172516
45,29,C,3.783141,-0.782951,0.216273
45,30,C,5.133166,-0.841971,0.133108
45,31,C,5.967581,0.338885,0.20425
45,32,C,7.399816,0.194853,0.10623
45,33,C,8.194839,1.400378,0.035675
45,34,C,9.606096,1.29898,-0.068077
45,35,C,10.405587,2.46262,-0.072782
45,36,C,11.844564,2.359125,-0.163173
45,37,C,12.658631,3.50709,-0.065498
45,38,C,14.042152,3.39099,-0.09078
45,39,C,14.900428,4.596003,0.016012
45,40,C,14.325598,5.822847,0.028633
45,41,C,3.558472,-3.242957,0.256316
45,42,C,4.954739,-3.365183,0.170207
45,43,C,5.800108,-2.158872,-0.157655
45,44,C,7.181921,-2.258903,0.495131
45,45,C,8.015923,-1.04875,0.121539
45,46,C,9.41207,-1.19699,-0.138731
45,47,C,10.227628,0.011689,-0.229479
45,48,C,11.59749,-0.067419,-0.385366
45,49,C,12.437121,1.089316,-0.320405
45,50,C,13.853661,0.969772,-0.329413
45,51,C,14.635156,2.111783,-0.17742
45,52,C,16.093233,1.985511,0.099792
45,53,C,16.963886,3.19048,-0.061292
45,54,C,16.345184,4.411381,-0.015701
45,55,C,5.547988,-4.59853,0.269563
45,56,C,6.980258,-4.771381,-0.0624
45,57,C,7.846058,-3.552509,0.110734
45,58,C,9.175115,-3.640534,-0.104493
45,59,C,9.983957,-2.449833,-0.27347
45,60,C,11.347104,-2.576874,-0.794199
45,61,C,12.209659,-1.360886,-0.73407
45,62,C,13.666224,-1.516473,-0.50104
45,63,C,14.470966,-0.364946,-0.383327
45,64,C,15.846877,-0.522267,-0.234588
45,65,C,16.704998,0.641614,0.05462
45,66,C,18.138712,0.494113,-0.207005
45,67,C,18.926795,1.675255,-0.278091
45,68,C,18.367569,2.958421,-0.201465
45,69,C,7.671302,-6.036804,0.352911
45,70,C,9.009229,-6.133258,0.270322
45,71,C,9.820407,-4.967449,-0.156727
45,72,C,11.125679,-5.093428,-0.454418
45,73,C,12.012517,-3.942772,-0.834683
45,74,C,13.286502,-3.949848,0.01406
45,75,C,14.206779,-2.785553,-0.315318
45,76,C,15.597052,-2.938547,-0.222703
45,77,C,16.431666,-1.802546,-0.231224
45,78,C,17.863338,-1.953176,-0.201958
45,79,C,18.702733,-0.789512,-0.244255
45,80,C,20.110657,-0.96696,-0.347166
45,81,C,20.915452,0.21112,-0.491824
45,82,C,20.338871,1.45575,-0.457517
45,83,C,9.757509,-7.36585,0.600648
45,84,C,11.047279,-7.502711,0.258695
45,85,C,11.783859,-6.446878,-0.514035
45,86,C,13.254197,-6.431561,-0.257732
45,87,C,13.984091,-5.293807,-0.118789
45,88,C,15.402918,-5.383334,-0.077997
45,89,C,16.210975,-4.249829,-0.119962
45,90,C,17.610372,-4.368486,-0.123379
45,91,C,18.450605,-3.24094,-0.182593
45,92,C,19.87282,-3.38526,-0.215199
45,93,C,20.690159,-2.28075,-0.288044
45,94,C,22.168597,-2.380497,-0.320976
45,95,C,22.934512,-1.301572,-0.551627
45,96,C,22.40012,0.076476,-0.728714
45,97,C,12.917106,8.607063,0.290275
45,98,O,13.944096,8.680671,-0.562606
45,99,O,12.596419,9.533137,1.000889
45,100,H,14.349784,9.561081,-0.469626
45,101,C,9.093309,-8.441609,1.415689
45,102,O,9.461496,-9.70261,1.160966
45,103,O,8.284915,-8.2154,2.281179
45,104,H,10.00995,-9.759868,0.363245
45,105,H,5.999984,6.21287,0.605633
45,106,H,10.43879,8.289447,0.835031
45,107,H,0.953631,-2.772443,0.078197
45,108,H,2.941147,-4.136462,0.375342
45,109,H,16.953625,5.316592,-0.092185
45,110,H,4.937492,-5.484462,0.462431
45,111,H,19.030373,3.823236,-0.276244
45,112,H,20.983278,2.332545,-0.565607
45,113,H,13.768636,-7.396487,-0.282577
45,114,H,15.866303,-6.372511,-0.055169
45,115,H,18.0548,-5.364633,-0.073495
45,116,H,20.272467,-4.398349,-0.209228
45,117,H,22.959244,0.760557,-0.071474
45,118,H,22.646713,0.412575,-1.751231
45,119,H,-2.096024,0.858563,-0.681637
45,120,H,-1.052005,-1.387715,-0.414912
45,121,H,-0.726484,2.909422,-0.465104
45,122,H,1.411128,4.004234,-0.139697
45,123,H,24.018683,-1.427297,-0.576951
45,124,H,8.198405,7.20715,0.891483
45,125,H,6.83871,-4.868589,-1.173668
45,126,H,7.058109,-6.878649,0.67305
45,127,H,11.608968,-8.401933,0.521735
45,128,H,11.74691,-6.779263,-1.578839
45,129,O,3.4675,1.131831,1.719769
45,130,O,11.688936,-1.846638,-1.98728
45,131,O,16.364085,1.272596,1.327989
45,132,O,12.833303,-3.78241,1.356634
45,133,O,10.605156,5.062539,-1.69951
45,134,H,11.987233,4.901161,1.351152
45,135,H,13.600883,-3.712768,1.9443
45,136,H,10.529483,5.995411,-1.946671
45,137,C,3.552639,5.596876,0.310402
45,138,O,4.015073,6.580675,-0.232402
45,139,O,2.41815,5.684859,1.026484
45,140,H,2.105866,6.603817,0.947968
45,141,C,22.902541,-3.666963,-0.072948
45,142,O,23.922373,-3.970463,-0.641188
45,143,O,22.413728,-4.476975,0.878117
45,144,H,21.657685,-4.074606,1.333946
45,145,C,6.999074,-2.203699,2.037134
45,146,O,5.930497,-2.009967,2.582286
45,147,O,8.146449,-2.290171,2.70002
45,148,H,8.003302,-2.036474,3.649214
45,149,H,5.988555,-2.178725,-1.24751
45,150,H,12.32975,-4.094915,-1.877649
45,151,H,12.767044,6.02219,-1.364455
45,152,H,14.971497,6.699157,0.057066
45,153,C,11.075394,3.078234,4.915664
45,154,C,9.790222,3.4533,5.039863
45,155,C,8.599015,2.866261,4.409909
45,156,C,8.497601,1.514908,4.023831
45,157,N,9.565213,0.607317,4.32605
45,158,C,10.878808,0.821648,3.796898
45,159,C,11.61497,1.974312,4.113266
45,160,C,7.494958,3.710709,4.199893
45,161,C,6.305531,3.230603,3.66718
45,162,C,6.22033,1.892205,3.292764
45,163,C,7.321908,1.055142,3.430501
45,164,C,11.457838,-0.199328,3.034429
45,165,C,12.787228,-0.113675,2.644662
45,166,C,13.535086,1.02546,2.949114
45,167,C,12.942333,2.062092,3.656619
45,168,C,9.314278,-0.550966,5.063064
45,169,O,8.193162,-1.073152,5.125179
45,170,N,10.374244,-1.085735,5.697711
45,171,H,11.828111,3.707034,5.398098
45,172,H,9.591613,4.348873,5.634521
45,173,H,7.585093,4.761258,4.483784
45,174,H,5.446223,3.89031,3.53834
45,175,H,5.300732,1.485508,2.878507
45,176,H,7.245832,0.034387,3.085696
45,177,H,10.873642,-1.08989,2.799871
45,178,H,13.237875,-0.932676,2.084965
45,179,H,14.563574,1.107534,2.59992
45,180,H,13.513068,2.962315,3.893541
45,181,H,10.245241,-1.966444,6.177483
45,182,H,11.279957,-0.637437,5.728804
46,1,C,-1.036756,0.779141,-0.448141
46,2,C,-0.457272,-0.476585,-0.30242
46,3,C,0.919753,-0.582034,-0.031839
46,4,C,1.685713,0.596441,0.121837
46,5,C,1.110231,1.865473,-0.040933
46,6,C,-0.265707,1.934697,-0.321417
46,7,C,3.110682,0.50339,0.492895
46,8,C,3.934728,1.757179,0.516049
46,9,C,3.275,3.066716,0.239221
46,10,C,1.930228,3.068775,0.032121
46,11,C,5.390233,1.62029,0.271806
46,12,C,6.154839,2.798475,0.209688
46,13,C,5.527397,4.09817,0.289973
46,14,C,4.136489,4.243741,0.280599
46,15,C,7.576306,2.673861,0.121987
46,16,C,8.400947,3.83326,0.122763
46,17,C,7.774036,5.128783,0.322599
46,18,C,6.423019,5.237718,0.413148
46,19,C,9.77538,3.730371,-0.00755
46,20,C,10.593618,4.968077,-0.286274
